Product,Description,MedDRA Preferred Terms
marketside baby spinach, Vegetables/Vegetable Products,"NAUSEA, HEADACHE, DIARRHOEA, DEHYDRATION, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, Diarrhoea, Abdominal pain upper, Vomiting, Malaise, Headache, Diarrhoea, Abdominal discomfort"
marketside baby spinach organic, Vegetables/Vegetable Products,"STOMACH DISCOMFORT, NAUSEA, MALAISE, DIARRHOEA"
marketside bacon ceasar salad mix, Vegetables/Vegetable Products,"NAUSEA, DIARRHOEA, BODY TEMPERATURE INCREASED, NAUSEA, DIARRHOEA, BODY TEMPERATURE INCREASED"
marketside brand walmarts private label  premium tuna salad, Fishery/Seafood Prod,"VOMITING, BLOOD PRESSURE FLUCTUATION, ABDOMINAL PAIN"
marketside butternut squash, Vegetables/Vegetable Products,"Vomiting, Nausea, Malaise, Abdominal pain"
marketside chicken caesar salad, Prep Salad Prod,"Vomiting, Pyrexia, Nausea, Fatigue, Chills"
marketside classic iceberg lettuce, Vegetables/Vegetable Products,"VOMITING, NAUSEA, MALAISE, DIARRHOEA"
marketside classic iceberg salad, Vegetables/Vegetable Products,"LACERATION, VOMITING, MALAISE, FEELING OF BODY TEMPERATURE CHANGE, CHILLS"
marketside classic shredded iceberg salad, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
marketside garlic and herb breadsticks, Snack Food Item,"URTICARIA, PRURITUS, LOCAL SWELLING, HYPERSENSITIVITY, EYE IRRITATION"
marketside hummus, Mult Food Dinner/Grav/Sauce/Special,"HEADACHE, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
marketside iceberg salad, Vegetables/Vegetable Products,"VOMITING, HYPERHIDROSIS, HEART RATE ABNORMAL, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, ABDOMINAL PAIN UPPER"
marketside iceberg salad mix, Vegetables/Vegetable Products,"VOMITING, GASTRIC DISORDER, DIARRHOEA, DEHYDRATION, VOMITING, DIARRHOEA"
marketside leafy romaine salad, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA"
marketside mild pico de gallo salsa, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, FOOD POISONING, FEELING OF BODY TEMPERATURE CHANGE, FAECAL INCONTINENCE, DYSPEPSIA, DIARRHOEA"
marketside organic baby spinach, Vegetables/Vegetable Products,"DIARRHOEA, ABDOMINAL PAIN, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN, DIARRHOEA, ABDOMINAL PAIN, VOMITING, PYREXIA, NAUSEA, MALAISE, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, AEROMONAS TEST POSITIVE, AEROMONA INFECTION"
marketside organic carrots, Vegetables/Vegetable Products,"VOMITING, MALAISE, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISCOMFORT"
marketside organic spring mix, Vegetables/Vegetable Products,"HAEMATOCHEZIA, DIARRHOEA"
marketside premium romaine salad, Prep Salad Prod,"NAUSEA, DIARRHOEA, Diarrhoea, Abdominal pain upper, Vomiting, Malaise"
marketside premium romaine salad, Vegetables/Vegetable Products,"DIARRHOEA, Vomiting, Lethargy, Headache, Diarrhoea, Dehydration, Abdominal pain upper"
marketside romaine salad premium, Prep Salad Prod,"VOMITING, DIARRHOEA, VOMITING"
marketside romaine salad premium, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
marketside shredded iceberg lettuce, Vegetables/Vegetable Products,"VOMITING, HAEMATOCHEZIA, DIARRHOEA, BACTERIAL TEST POSITIVE, BACTERIAL INFECTION, ABDOMINAL PAIN"
marketside spring mix, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, BURNING SENSATION"
marketside sweet iced tea, Coffee/Tea,"DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
marketside tricolored cole slaw, Prep Salad Prod,"LOCAL SWELLING, HEART RATE ABNORMAL, BURNING SENSATION, BLISTER"
marketside wal mart pre packaged chef salad lettuce meat cheese ranch dressing packet," Meat, Meat Products and Poultry","SYNCOPE, LOCALISED OEDEMA, DYSPNOEA"
marketside x large five cheese pizza, Cheese/Cheese Prod,TOOTH DISORDER
markon cooperative bite sized broccoli florets, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, MALAISE"
marleys mellow mood, Coffee/Tea,"TREMOR, MYOCLONUS, MUSCLE TWITCHING, VOMITING, NAUSEA, HEADACHE, FATIGUE, CHILLS, VOMITING, NAUSEA, HEADACHE, FATIGUE, CHILLS, VOMITING, NAUSEA, HEADACHE, FATIGUE, CHILLS, VOMITING, NAUSEA, HEADACHE, FATIGUE, CHILLS, VOMITING, NAUSEA, HEADACHE, FATIGUE, CHILLS"
marleys mellow mood citrus flavored sparkling relaxation drink, Soft Drink/Water,"VERTIGO, TREMOR, TREMOR, THROAT TIGHTNESS, SWELLING, PSYCHOMOTOR HYPERACTIVITY, POISONING, NAUSEA, HEADACHE, FATIGUE, DARK CIRCLES UNDER EYES, CONVULSION, CHILLS, AGITATION, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VOMITING, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS, VERTIGO, TREMOR, NAUSEA, HEADACHE, FATIGUE, CHILLS"
marleys mellow mood green tea with honey decaffeinated relaxation drink, Coffee/Tea,VOMITING
marlin fish fillets, Fishery/Seafood Prod,"PRURITUS, PARAESTHESIA, FOOD POISONING, PRURITUS, PARAESTHESIA, FOOD POISONING, PRURITUS, PARAESTHESIA, FOOD POISONING"
marock sardines in tomato sauce canned, Fishery/Seafood Prod,"PYREXIA, NAUSEA, MALAISE, FEELING OF BODY TEMPERATURE CHANGE, DIZZINESS, DIARRHOEA"
mars 3 musketeer, Snack Food Item,HYPERSENSITIVITY
mars chocolate mm peanut candy, Choc/Cocoa Prod,"TOOTH INJURY, TOOTH DISORDER"
mars company peanut m and ms, Choc/Cocoa Prod,TOOTH INJURY
mars incorporated m and ms, Snack Food Item,"VOMITING, DIARRHOEA"
mars m and m holiday candy  peanut style, Choc/Cocoa Prod,CHOKING
mars m and m peanut candy, Choc/Cocoa Prod,"VOMITING, HEADACHE, DYSGEUSIA, DIARRHOEA, BURNING SENSATION, BLISTER"
mars m and m peanuts candy, Choc/Cocoa Prod,NAUSEA
mars m and m plain candy coated chocolate, Choc/Cocoa Prod,CHOKING
mars m and ms dark chocolate, Choc/Cocoa Prod,"PHOTOPHOBIA, PAIN IN JAW, LOCAL SWELLING, HYPERSENSITIVITY"
mars m and ms peanut candy, Choc/Cocoa Prod,"ULCER, PHARYNGITIS, LOCALISED OEDEMA, HEADACHE, CAUSTIC INJURY, BLISTER"
mars m and ms plain, Choc/Cocoa Prod,NAUSEA
mars m and ms pretzel chocolate candies, Choc/Cocoa Prod,"THROAT IRRITATION, SWELLING, PHARYNGITIS, OROPHARYNGEAL BLISTERING, OROPHARYNGEAL BLISTERING, ORAL DISCOMFORT, NAUSEA, LYMPHADENOPATHY, HAEMATEMESIS, ERYTHEMA, DIARRHOEA, CAUSTIC INJURY, STOMATITIS, STOMATITIS"
mars milky way candy bar, Choc/Cocoa Prod,"DYSPNOEA, ANAPHYLACTIC REACTION"
mars mm peanut butter eggs, Choc/Cocoa Prod,HYPOAESTHESIA
mars mms peanut, Choc/Cocoa Prod,"TOOTH INJURY, GINGIVAL PAIN"
mars mms peanut chocolate candies, Choc/Cocoa Prod,"SENSORY DISTURBANCE, ORAL PAIN, NAUSEA, FOREIGN BODY, DIARRHOEA"
mars mms plain chocolate candies, Choc/Cocoa Prod,NAUSEA
mars munch peanut bar, Candy W/O Choc/Special/Chew Gum,"NAUSEA, ABDOMINAL PAIN UPPER"
mars peanut butter m and ms, Choc/Cocoa Prod,"PAIN IN JAW, ORAL PAIN, TOOTH INJURY"
mars peanut m and ms, Choc/Cocoa Prod,"TENDERNESS, GINGIVAL PAIN"
mars peanut mms candy, Choc/Cocoa Prod,TOOTH FRACTURE
mars snack foods star burst gummi bursts, Candy W/O Choc/Special/Chew Gum,"VOMITING, PARAESTHESIA, DYSPNOEA, ANAPHYLACTIC SHOCK"
mars snickers, Choc/Cocoa Prod,"TOOTH INJURY, TOOTH DISORDER, THROAT IRRITATION, TENDERNESS, PHARYNGOLARYNGEAL PAIN, HAEMOPTYSIS, DYSPHONIA"
mars snickers candy bar, Choc/Cocoa Prod,"TOOTH INJURY, VOMITING, MALAISE"
mars snickers chocolate, Choc/Cocoa Prod,"TOOTH INJURY, TOOTH DISORDER"
mars sour skittles, Candy W/O Choc/Special/Chew Gum,BURNING SENSATION
marsee baking frosted cookies, Bakery Prod/Dough/Mix/Icing,"ESCHERICHIA TEST POSITIVE, ESCHERICHIA BACTERAEMIA, DIARRHOEA"
marsh 2 percent milk, Milk/Butter/Dried Milk Prod,"VOMITING, VOMITING, VOMITING"
marsh large grade a white eggs, Egg/Egg Prod,"VOMITING, NAUSEA, ABDOMINAL PAIN"
marshmallow poles easter marshmallow candy, Candy W/O Choc/Special/Chew Gum,"TENDERNESS, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
martha white self rising corn meal, Whole Grain/Milled Grain Prod/Starch,"NAUSEA, MALAISE"
martha white self rising corn meal mix, Whole Grain/Milled Grain Prod/Starch,"NAUSEA, DECREASED APPETITE, APPETITE DISORDER"
martha whites gluten free sweet yellow cornbread, Bakery Prod/Dough/Mix/Icing,"URTICARIA, HYPERSENSITIVITY, EYE SWELLING"
martin farms fresh cut butternut squash, Vegetables/Vegetable Products,"VOMITING, NAUSEA, DIARRHOEA"
martinellis gold medal 100 pure apple juice, Fruit/Fruit Prod,"PALPITATIONS, HEART RATE IRREGULAR, HEART RATE INCREASED, CARDIAC FIBRILLATION"
martinellis gold medal apple juice, Fruit/Fruit Prod,"NAUSEA, DIARRHOEA"
martins hoagie roll unseeded, Bakery Prod/Dough/Mix/Icing,MALAISE
maruchan beef cup of noodles, Soup,VOMITING
maruchan creamy pesto instant lunch noodles, Macaroni/Noodle Prod,"NAUSEA, MALAISE, DIZZINESS, ASTHENIA, NAUSEA, DIZZINESS, ASTHENIA, NAUSEA, MALAISE, DIZZINESS, ASTHENIA, NAUSEA, MALAISE, DIZZINESS, ASTHENIA"
maruchan instant lunch, Macaroni/Noodle Prod,Abdominal discomfort
maruchan instant lunch beef flavor, Soup,"VOMITING, NAUSEA"
maruchan instant lunch beef flavored, Soup,HEADACHE
maruchan instant lunch chicken flavor ramen noodles with vegtables, Macaroni/Noodle Prod,NAUSEA
maruchan instant lunch chicken flavored ramen noodles vegetable soup, Soup,"VOMITING, DIARRHOEA, FEELING OF BODY TEMPERATURE CHANGE"
maruchan instant lunch chicken flavored soup noodles, Soup,"VOMITING, NAUSEA, ANOREXIA"
maruchan instant lunch chicken noodle soup, Soup,"VOMITING, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, VOMITING, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, VOMITING, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, VOMITING, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA"
maruchan instant lunch ramen noodles  chicken flavor, Macaroni/Noodle Prod,"VOMITING, SYNCOPE, PHYSICAL EXAMINATION, PALLOR, HYPERHIDROSIS, HOSPITALISATION, DYSPNOEA"
maruchan instant lunch ramen noodles with vegetables with shrimp, Soup,"URINARY HESITATION, SWELLING FACE, RASH, HOSPITALISATION"
maruchan ramen chicken flavor, Macaroni/Noodle Prod,"Swelling, Pain"
maruchan ramen chicken mushroom flavor noodles, Macaroni/Noodle Prod,"NAUSEA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MYALGIA, HEADACHE, DIARRHOEA, ABDOMINAL PAIN"
maruchan ramen noodle chicken flavor, Macaroni/Noodle Prod,"THROAT TIGHTNESS, LOCAL SWELLING, LIP SWELLING, HYPERSENSITIVITY, FLUSHING, DYSPNOEA"
maruchan ramen noodle soup chicken flavor, Soup,"VOMITING, DIARRHOEA"
maruchan ramen noodle with vegetables and chicken flavor  3 minute instant lunch, Macaroni/Noodle Prod,"VOMITING, NAUSEA"
maruchan ramen noodles, Macaroni/Noodle Prod,"CAUSTIC INJURY, Sinus headache, Malaise"
maruchan ramen noodles chicken flavor, Soup,VOMITING
maruchan ramen noodles chicken mushroom flavor, Macaroni/Noodle Prod,NAUSEA
maruchan taste of asia hot  spicy kimchi ramen ramen noodle soup, Macaroni/Noodle Prod,Nausea
marva maid milk pasteurized, Milk/Butter/Dried Milk Prod,"RHINORRHOEA, RESPIRATORY TRACT CONGESTION"
mary anns cheesefilled danish coffee cake, Bakery Prod/Dough/Mix/Icing,"VOMITING, ABDOMINAL PAIN"
mary jane and friends white bread, Bakery Prod/Dough/Mix/Icing,"URINARY TRACT INFECTION, ESCHERICHIA INFECTION, ABDOMINAL PAIN, ABDOMINAL PAIN, ABDOMINAL PAIN"
mary jane carmel peanut candy, Candy W/O Choc/Special/Chew Gum,NAUSEA
marys gone crackers herb cracker, Bakery Prod/Dough/Mix/Icing,TOOTH FRACTURE
marys gone crackers herb flavored gluten free crackers, Bakery Prod/Dough/Mix/Icing,"TOOTH INJURY, TOOTH DISORDER"
marys gone crackers sea salt pretzels, Bakery Prod/Dough/Mix/Icing,TOOTH FRACTURE
marys gone crackers sticks and twigs curry flavored stick snacks, Snack Food Item,"TOOTH INJURY, MUSCULOSKELETAL DISORDER"
marzetti french onion dip, Mult Food Dinner/Grav/Sauce/Special,PHARYNGITIS
marzetti new york handtied garlic knots, Bakery Prod/Dough/Mix/Icing,TOOTH INJURY
marzetti ranch veggie dip, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS, VOMITING, PYREXIA, PAIN, HEADACHE, DIARRHOEA, CHILLS"
marzipan de la rosa marzipan dolce de cacahuate, Candy W/O Choc/Special/Chew Gum,CHOKING
masada hot dog bun, Bakery Prod/Dough/Mix/Icing,"Vomiting, Throat tightness, Oropharyngeal pain, Food allergy"
maseca corn flour masa mix, Whole Grain/Milled Grain Prod/Starch,"THIRST, ABDOMINAL PAIN"
mashed potatoes, Vegetables/Vegetable Products,"VOMITING, RIGORS, NAUSEA, HEADACHE, FEELING ABNORMAL, DIARRHOEA, ASTHENIA, HYPERSENSITIVITY, VOMITING, NAUSEA, FATIGUE, ASTHENIA, VOMITING, NAUSEA, MALAISE, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, COLD SWEAT, CHILLS, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN UPPER, DIARRHOEA, SWELLING FACE, SWELLING, OEDEMA PERIPHERAL, NAUSEA, FOOD ALLERGY, DIARRHOEA, CONFUSIONAL STATE, VOMITING, HEADACHE, FATIGUE, BODY TEMPERATURE INCREASED, ARTHRALGIA, ABDOMINAL PAIN, VOMITING, DIARRHOEA, ABDOMINAL PAIN"
massimo gelato pistachio ice cream, Ice Cream Prod,"LETHARGY, DIARRHOEA, BONE PAIN, ASTHENIA, ARTHRALGIA"
mast chocolate bar, Choc/Cocoa Prod,RASH
master choice raisin and cinnamon granola cereal, Cereal Prep/Breakfast Food,NAUSEA
master wu frozen chinese dumplings, Mult Food Dinner/Grav/Sauce/Special,"URTICARIA, HYPERSENSITIVITY"
mastersfood 3 musketeers 2to go, Choc/Cocoa Prod,"TOOTH INJURY, STOMATITIS"
matcha energy bar, Cereal Prep/Breakfast Food,"Thyroid disorder, Sinus disorder, Sinus congestion, Diarrhoea, Coeliac disease, Abdominal pain"
materne gogo squeez apple pear apple sauce on the go, Fruit/Fruit Prod,"NAUSEA, DIARRHOEA, ARTHRALGIA"
materne gogo squeez appleapple, Fruit/Fruit Prod,"HEADACHE, URTICARIA, HEADACHE"
materne gogo squeez applebanana, Fruit/Fruit Prod,DIARRHOEA
materne gogo squeez fruitveggiez zippin zingin pear, Fruit/Fruit Prod,"VOMITING, GASTROINTESTINAL DISORDER, DIARRHOEA"
materne gogo squeez organic apple, Fruit/Fruit Prod,"DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
mathis chat papdi, Mult Food Dinner/Grav/Sauce/Special,"Vomiting, Nausea"
matiz gallego hand packed 100 natural sardines in olive oil, Fishery/Seafood Prod,NAUSEA
matlaw lumar american harvest gulf shrimp, Fishery/Seafood Prod,"SALIVARY GLAND DISORDER, FOAMING AT MOUTH, DRY MOUTH"
matlaws stuffed clams, Fishery/Seafood Prod,TOOTH INJURY
mattes seafood mahi mahi, Fishery/Seafood Prod,FOOD POISONING
matts peanut butter cookies, Bakery Prod/Dough/Mix/Icing,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN, DYSPEPSIA"
matzo crackers, Bakery Prod/Dough/Mix/Icing,"VOMITING, GASTROENTERITIS VIRAL, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
mauna loa unsalted dry roasted macadamia, Nuts/Edible Seed,"VOMITING, DIARRHOEA, CHILLS, BODY TEMPERATURE INCREASED, ASTHENIA, ABDOMINAL PAIN, VOMITING, DIARRHOEA, CHILLS, BODY TEMPERATURE INCREASED, ASTHENIA, ABDOMINAL PAIN"
maunaloa dry roasted macadamias, Nuts/Edible Seed,"HYPERSENSITIVITY, HOSPITALISATION, EYE SWELLING, EYE IRRITATION, DYSPNOEA"
maurys all natural oatmeal raisin cookie dough, Bakery Prod/Dough/Mix/Icing,"VOMITING, HYPERSENSITIVITY"
maverick ranch beef," Meat, Meat Products and Poultry","DEPRESSION, ADVERSE EVENT"
maxwell coffee instant, Coffee/Tea,"PHYSICAL EXAMINATION, BLOOD ARSENIC INCREASED, ABDOMINAL PAIN"
maxwell house breakfast blend coffee, Coffee/Tea,"SKIN DISORDER, BLISTER, ACNE"
maxwell house classic french roast coffee, Coffee/Tea,"HEADACHE, ABDOMINAL PAIN UPPER"
maxwell house coffee, Coffee/Tea,"ABDOMINAL PAIN UPPER, HYPERSENSITIVITY, HEART RATE INCREASED, MIGRAINE, BURNING SENSATION, HEADACHE, DIARRHOEA, Gastrooesophageal reflux disease, Diarrhoea, Abdominal pain"
maxwell house coffee lite medium roast, Coffee/Tea,"PAIN, CHEST PAIN"
maxwell house french roast, Coffee/Tea,"NAUSEA, HEADACHE"
maxwell house ground coffee, Coffee/Tea,MALAISE
maxwell house instant coffee, Coffee/Tea,"NAUSEA, VOMITING, MALAISE, ABDOMINAL DISCOMFORT, NAUSEA, DIARRHOEA"
maxwell house kraft coffee, Coffee/Tea,GASTROINTESTINAL DISORDER
maxwell house master blend, Coffee/Tea,"URTICARIA, NAUSEA, ASTHMA"
maxwell house master blend coffee, Coffee/Tea,"NAUSEA, CONSTIPATION, ABDOMINAL PAIN"
maxwell house master blend light, Coffee/Tea,"VOMITING, NAUSEA, DYSGEUSIA, ABDOMINAL PAIN"
maxwell house original instant coffee, Coffee/Tea,"DIARRHOEA, VOMITING"
maxwell house original roast coffee, Coffee/Tea,"DIZZINESS, DIZZINESS, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL DISCOMFORT, DIZZINESS, DIZZINESS, DIARRHOEA, ABDOMINAL PAIN UPPER, ABDOMINAL DISCOMFORT"
maxwell house original roast decaf coffee, Coffee/Tea,"VOMITING, NAUSEA, DYSGEUSIA, ABDOMINAL PAIN"
maxwell house rich original coffee, Coffee/Tea,"VOMITING, NAUSEA, MALAISE"
maxwell master blend light, Coffee/Tea,"PARAESTHESIA, PARAESTHESIA, PAIN IN JAW, PAIN IN EXTREMITY, MUSCLE FATIGUE, MOTOR DYSFUNCTION, HYPOAESTHESIA, HYPOAESTHESIA, CEREBROVASCULAR ACCIDENT, ABDOMINAL PAIN UPPER"
maxwellhouse international cafe, Coffee/Tea,"PYREXIA, POISONING, PAIN, PAIN, NAUSEA, MIGRAINE WITHOUT AURA, MALAISE, FEELING ABNORMAL, DIZZINESS, COUGH, ACTIVITIES OF DAILY LIVING IMPAIRED, ABDOMINAL PAIN UPPER"
maxwells the original roast, Coffee/Tea,"Nausea, Malaise, Headache, Abdominal pain upper"
may produce fresh cilantro bulk, Vegetables/Vegetable Products,"FLATULENCE, DIARRHOEA, ABDOMINAL PAIN"
mayfair fruit slices, Candy W/O Choc/Special/Chew Gum,"TOOTHACHE, ORAL DYSAESTHESIA"
mayfair spicy cajun mix, Snack Food Item,VOMITING
mayfield 1 milk, Milk/Butter/Dried Milk Prod,ABDOMINAL PAIN
mayfield banana pop, Ice Cream Prod,"DYSGEUSIA, CAUSTIC INJURY, BURNING SENSATION, BLISTER"
mayfield black walnut ice cream, Ice Cream Prod,"VOMITING, MALAISE"
mayfield butter pecan ice cream, Ice Cream Prod,"VOMITING, THROAT IRRITATION, PARAESTHESIA ORAL, ORAL PRURITUS, ORAL DISCOMFORT, BURNING SENSATION"
mayfield chocolate frozen yogurt, Ice Cream Prod,"LETHARGY, FATIGUE"
mayfield chocolate milk, Milk/Butter/Dried Milk Prod,"VOMITING, DIZZINESS"
mayfield chocolate vanilla ice cream, Ice Cream Prod,DIARRHOEA
mayfield dairy farms homemade vanilla ice cream, Ice Cream Prod,"THROAT IRRITATION, SWOLLEN TONGUE, STOMATITIS, STOMACH DISCOMFORT, PHARYNGITIS, PHARYNGEAL ERYTHEMA, OEDEMA, MALAISE, HAEMOPTYSIS, GLOSSITIS, ERYTHEMA, DYSGEUSIA, ABDOMINAL PAIN"
mayfield double chocolate chip ice cream, Ice Cream Prod,"VOMITING, NAUSEA, DIARRHOEA, VOMITING, NAUSEA, DIARRHOEA"
mayfield limited edition orange pinneapple ice cream, Ice Cream Prod,"VOMITING, MALAISE, DIARRHOEA"
mayfield moose track ice cream, Ice Cream Prod,CHOKING
mayfield neopolitan ice cream, Ice Cream Prod,ABDOMINAL PAIN
mayo, Dressing/Condiment,"CHOKING, MUSCLE SPASMS, DIARRHOEA"
mayonnaise, Dressing/Condiment,"VOMITING, NAUSEA, FLATULENCE, DIARRHOEA, CHEST PAIN, ABDOMINAL DISTENSION, URTICARIA, URTICARIA, SWELLING, PRURITUS, PARAESTHESIA ORAL, PARAESTHESIA, INFLUENZA LIKE ILLNESS, HYPOAESTHESIA ORAL, HYPERSENSITIVITY, ERYTHEMA, CHEST DISCOMFORT, MALAISE, MALAISE, MALAISE, MALAISE, MALAISE, SWELLING FACE, LOCALISED OEDEMA, FOOD POISONING, EYE SWELLING, EYE PRURITUS, DYSPNOEA, HEADACHE, BURNING SENSATION, HEADACHE, BURNING SENSATION, DYSGEUSIA, VOMITING, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
mayorga coffee, Coffee/Tea,"DYSPEPSIA, DYSPEPSIA"
maytag bleu cheese, Cheese/Cheese Prod,"ULTRASOUND SCAN ABNORMAL, DIARRHOEA, ABORTION SPONTANEOUS, ABDOMINAL PAIN UPPER"
maywoods honey bun, Snack Food Item,"NAUSEA, DIZZINESS, NAUSEA, DIZZINESS"
mazola oil corn, Vegetable Oils,DIARRHOEA
mazola pure olive oil cooking spray, Vegetable Oils,DIARRHOEA
mc cormick and company inc california style garlic salt with parsley," Spices, Flavors And Salts","URTICARIA, URTICARIA, HYPERSENSITIVITY"
mc donalds, Cereal Prep/Breakfast Food,"MUSCLE SPASMS, DIARRHOEA"
mcarthur dariy inc vitamin d milk, Milk/Butter/Dried Milk Prod,"INFLUENZA LIKE ILLNESS, HAEMORRHAGE, EPISTAXIS, DIARRHOEA"
mccafferys no salt cashew nuts, Nuts/Edible Seed,"THROAT IRRITATION, BURNING SENSATION"
mccain home style potato cakes, Vegetables/Vegetable Products,TOOTH INJURY
mccains french fry, Vegetables/Vegetable Products,"VOMITING, PALPITATIONS, PAIN, PAIN, NAUSEA, LETHARGY, HEART RATE ABNORMAL, FATIGUE, ERYTHEMA, DYSPNOEA EXERTIONAL, DYSPNOEA, DYSPEPSIA, DIZZINESS, DIZZINESS, COUGH, CAUSTIC INJURY, BURNING SENSATION, BLOOD POTASSIUM DECREASED, BLOOD GLUCOSE INCREASED, BLOOD GLUCOSE ABNORMAL, ASTHENIA, ARRHYTHMIA, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
