Product,Description,MedDRA Preferred Terms
nerglow, Cosmetics,"Skin ulcer, Dermatitis, Burning sensation"
nerium ad, Cosmetics,"RASH ERYTHEMATOUS, RASH ERYTHEMATOUS, VOMITING, NAUSEA, MIGRAINE, HEADACHE"
nerium ad agedefying day creme, Cosmetics,"WHITE BLOOD CELL COUNT INCREASED, WHEEZING, PULMONARY OEDEMA, PSYCHOMOTOR HYPERACTIVITY, MALAISE, LETHARGY, DYSPNOEA EXERTIONAL"
nerium ad agedefying treatment, Cosmetics,"WHITE BLOOD CELL COUNT INCREASED, WHEEZING, PULMONARY OEDEMA, PSYCHOMOTOR HYPERACTIVITY, MALAISE, LETHARGY, DYSPNOEA EXERTIONAL"
nerium ad cream, Cosmetics,INFLUENZA LIKE ILLNESS
nerium ad day formula, Cosmetics,"THERMAL BURN, RASH, HYPERSENSITIVITY, ERYTHEMA"
nerium ad night cream, Cosmetics,"TOXICITY TO VARIOUS AGENTS, NAUSEA, LETHARGY, DIZZINESS, DIARRHOEA, DEPRESSION"
nerium eht nerium night cream, Cosmetics,"SKIN IRRITATION, HEADACHE"
nerium face cream, Cosmetics,BACTERIAL INFECTION
nerium nerium ad, Cosmetics,SKIN WOUND
nerium night cream, Cosmetics,"NAUSEA, DIARRHOEA"
nest citrine eau de parfume, Cosmetics,"Skin swelling, Pain in extremity, Blepharospasm"
neudermis  05 oz 5 ml, Cosmetics,"WOUND, SCAR, RASH ERYTHEMATOUS"
neulift antiaging cream, Cosmetics,"Oedema mouth, Lip swelling"
neurium ad, Cosmetics,"FATIGUE, BLOOD PRESSURE INCREASED, ASTHENIA, ARRHYTHMIA"
neuriumad, Cosmetics,CARDIAC DISORDER
neuro support plus foot balm camphor balm, Cosmetics,"RASH ERYTHEMATOUS, RASH, PAIN, LOCAL SWELLING, ERYTHEMA"
neutralizing shampoo, Cosmetics,"HYPERSENSITIVITY, HAIR DISORDER, HAIR COLOUR CHANGES, HAIR COLOUR CHANGES, HAEMORRHAGE"
neutrogena anti wrinkle intensive serum, Cosmetics,"SWELLING, PARAESTHESIA, FACE OEDEMA, ERYTHEMA, CAUSTIC INJURY, BURNING SENSATION"
neutrogena bath gel, Cosmetics,"EYE INFECTION BACTERIAL, BACTERIAL INFECTION"
neutrogena body oil, Cosmetics,"RASH, HYPERSENSITIVITY, BLISTER"
neutrogena build a tan sunless lotion, Cosmetics,"SWELLING, PRURITUS, HYPERSENSITIVITY, BLISTER"
neutrogena buildatan, Cosmetics,"URTICARIA, SCAR, RASH PAPULAR, RASH, PRURITUS, BURNING SENSATION"
neutrogena buildatan gradual sunless tanning lotion, Cosmetics,"RASH, BLISTER"
neutrogena correcting stick, Cosmetics,"INFECTION, ACNE"
neutrogena cream cleanser, Cosmetics,"MUSCLE STRAIN, MUSCLE STRAIN, BODY SURFACE AREA DECREASED"
neutrogena deep clean, Cosmetics,"PAIN, BURNING SENSATION"
neutrogena deep clean cream, Cosmetics,"PAIN, HYPERSENSITIVITY, ADVERSE REACTION"
neutrogena deep clean facial cleaner, Cosmetics,"Urticaria, Hypersensitivity, Dry skin, Burning sensation"
neutrogena deep clean facial cleanser, Cosmetics,"EYE SWELLING, SKIN DISORDER, PRURITUS, HEADACHE, FATIGUE, DYSKINESIA, DRY SKIN"
neutrogena deep clean invigorating foam scrub, Cosmetics,"Pain, Burns third degree, Blister, Acne"
neutrogena deep cleanse facial cl eanser, Cosmetics,"SKIN DISORDER, RASH ERYTHEMATOUS, PRURITUS, PRURITUS, EYE SWELLING, BURNING SENSATION"
neutrogena deep cleansing cream cleanser oil free, Cosmetics,"Superficial injury of eye, Pain"
neutrogena deep moisture night cream, Cosmetics,Rash
neutrogena deep wrinkle, Cosmetics,"BURNING SENSATION, BLISTER"
neutrogena face wash, Cosmetics,"RASH, PRURITUS, HYPERSENSITIVITY, ERYTHEMA"
neutrogena face wash pink grapefruit, Cosmetics,"SWELLING FACE, ERYTHEMA, CHEMICAL INJURY"
neutrogena facial cleansing bar original formula, Cosmetics,RASH PAPULAR
neutrogena french milled soap, Cosmetics,Urticaria
neutrogena health skin rejuvenator, Cosmetics,"SWELLING FACE, EYE SWELLING"
neutrogena healthy skin face lotion spf 15, Cosmetics,"SWELLING, ERYTHEMA"
neutrogena hydro boost gelcream eye, Cosmetics,EYE SWELLING
neutrogena make up remover wipes, Cosmetics,"URTICARIA, EYE SWELLING, DRUG EFFECT PROLONGED, CHEMICAL BURN OF SKIN"
neutrogena makeup remover cleansing towelettes, Cosmetics,"SWELLING, SINUSITIS, RASH MACULAR, PRURITUS, HYPERSENSITIVITY, BURNING SENSATION"
neutrogena makeup remover cleansing towlettes, Cosmetics,"Rash, Application site rash"
neutrogena makeup remover cleansing towlettes unspecified, Cosmetics,"Rash, Hypersensitivity, Application site rash"
neutrogena makeup remover towelettes, Cosmetics,EYE SWELLING
neutrogena makeup wipes, Cosmetics,"Skin exfoliation, Eyelid irritation, Burning sensation"
neutrogena moisture shine lip gloss, Cosmetics,"SWELLING, SKIN IRRITATION, HYPERSENSITIVITY, DYSPNOEA, ANAPHYLACTIC SHOCK"
neutrogena moisture shine soothing lipsheers, Cosmetics,"SKIN EXFOLIATION, LIP SWELLING, LIP DRY, BLISTER"
neutrogena naturals  multivitamin nourishing moisturizer, Cosmetics,"PAIN, FEELING HOT, ERYTHEMA, ERYTHEMA, BURNING SENSATION, PAIN, FEELING HOT, ERYTHEMA, BURNING SENSATION"
neutrogena naturals facial wash, Cosmetics,SKIN IRRITATION
neutrogena naturals fresh cleansing makeup remover, Cosmetics,"OCULAR HYPERAEMIA, LACRIMATION INCREASED, EYE SWELLING, EYE IRRITATION"
neutrogena naturals moisturizer, Cosmetics,"RASH, BURNING SENSATION"
neutrogena naturals multivitamin nourishing night cream, Cosmetics,"URTICARIA, SWELLING, SWELLING, SCAB, SCAB, RASH, PARAESTHESIA, NASAL OEDEMA, EYE SWELLING, ERYTHEMA, DYSPNOEA, BURNING SENSATION, BLOOD BLISTER"
neutrogena naturals purifying cream cleanser, Cosmetics,"LACRIMATION INCREASED, EYE IRRITATION, ERYTHEMA, BURNING SENSATION, PRURITUS, ERYTHEMA, CHEMICAL INJURY"
neutrogena oil free moistureizer, Cosmetics,BURNING SENSATION
neutrogena oil free scrub pink grapefruit, Cosmetics,"RASH, DRY SKIN"
neutrogena oilfree acne wash, Cosmetics,"Pain, Burns third degree, Blister, Acne"
neutrogena pore refining cream spf 15, Cosmetics,"TELANGIECTASIA, SKIN BLEEDING, PETECHIAE"
neutrogena pore refining exfoliating cleanser, Cosmetics,"Swelling face, Skin burning sensation, Erythema, Dry skin, Application site reaction"
neutrogena pore refining exfoliating cleanser glycolic acid formula, Cosmetics,"Swelling face, Skin tightness, Skin irritation, Skin exfoliation, Pain of skin, Erythema, Dry skin, Chemical injury, Blister, Acne"
neutrogena pore regining toner, Cosmetics,"Swelling face, Skin burning sensation, Erythema, Dry skin, Application site reaction"
neutrogena purifying cream cleanser, Cosmetics,"FEELING HOT, ERYTHEMA, BURNING SENSATION"
neutrogena transparent bar, Cosmetics,"URTICARIA, PRURITUS"
neutrogena visibly even daily cleaner, Cosmetics,"SKIN EXFOLIATION, SKIN BURNING SENSATION, RASH, PARAESTHESIA"
neutrogena visibly even foaming cleanser, Cosmetics,"SWELLING FACE, PRURITUS, MALAISE, EYE SWELLING, DRY SKIN, BURNING SENSATION"
neutrogena visibly even night concentrate, Cosmetics,"SKIN EXFOLIATION, SKIN BURNING SENSATION, RASH, PARAESTHESIA"
new clean and clear oil free morning, Cosmetics,PRURITUS
new double magnetic false eyelashes  ultra thin 3d fiber reusable best fake lashes extension for na, Cosmetics,"Wound, Infection"
new suave professionals men deep clean peppermint shampoo, Cosmetics,"URTICARIA, SWELLING, PAIN, ERYTHEMA, BURNING SENSATION"
next nutrient next nutrient haircolor organics, Cosmetics,"PRURITUS, BURNING SENSATION"
ngoc quyen face mask, Cosmetics,"Rash, Anaphylactic reaction"
ngoc quyen queen slimming lotion, Cosmetics,"Rash, Anaphylactic reaction"
nice  easy clairol hair dye, Cosmetics,"URTICARIA, PRURITUS, ERYTHEMA, ANXIETY"
nice  easy color blend foam black, Cosmetics,TRICHORRHEXIS
nice n easy color blend 119b medium spice natural reddish brown, Cosmetics,"VISUAL IMPAIRMENT, SALIVARY GLAND DISORDER, PHARYNGITIS, HYPERSENSITIVITY, DYSPHAGIA, DRY THROAT, DRY MOUTH, DIZZINESS, CAUSTIC INJURY, BURNING SENSATION, BALANCE DISORDER"
nicel daily repair vitamin a retinol cream, Cosmetics,"LACRIMATION INCREASED, EYE PAIN"
nicka k cosmetics lip shine collection  all colors, Cosmetics,"RASH, PRURITUS, LIP DRY, ORAL HERPES, RASH, PRURITUS"
nickelodeon 3 in 1 body wash shampoo and conditioner raspberry rescue scented, Cosmetics,"SNEEZING, RASH, PRURITUS"
nickelodeon teenage mutant ninja turtle glow in the dark temporary tattoos, Cosmetics,"WOUND, SKIN REACTION, SKIN IRRITATION, RASH, PRURITUS"
nioxim conditioner, Cosmetics,"SKIN REACTION, SKIN EXFOLIATION, RASH, PRURITUS, BURNING SENSATION"
nioxim shampoo, Cosmetics,"SKIN REACTION, SKIN EXFOLIATION, RASH, PRURITUS, BURNING SENSATION"
nioxin, Cosmetics,"TRICHORRHEXIS, RASH PRURITIC, ALOPECIA, TRICHORRHEXIS, SKIN EXFOLIATION, RASH PRURITIC, EXCORIATION, ALOPECIA"
nioxin bionutrient actives scalp therapy, Cosmetics,"SQUAMOUS CELL CARCINOMA, SCAB, HYPERKERATOSIS"
nioxin cleanser shampoo, Cosmetics,"SQUAMOUS CELL CARCINOMA, SCAB, HYPERKERATOSIS"
nioxin conditioner and scalp therapy, Cosmetics,"RASH, HYPERSENSITIVITY, EYELID RASH, ALOPECIA"
nioxin cytonutrient actives scalp treatment, Cosmetics,"SQUAMOUS CELL CARCINOMA, SCAB, HYPERKERATOSIS"
nioxin hair treatment shampoo, Cosmetics,"PRURITUS, ALOPECIA"
nioxion follicle booster, Cosmetics,ALOPECIA
nivea after shave balm, Cosmetics,"SWELLING, RASH, PRURITUS, BURNING SENSATION"
nivea after shave sensitive balm, Cosmetics,"RASH MACULAR, PRURITUS, BURNING SENSATION"
nivea chapstick, Cosmetics,"LIP SWELLING, BURNING SENSATION"
nivea creme moisture, Cosmetics,"SKIN BURNING SENSATION, BLISTER, SKIN BURNING SENSATION, BLISTER"
nivea express hydration, Cosmetics,"RASH MACULAR, RASH, PRURITUS, INFLAMMATION, HYPERSENSITIVITY"
nivea face wipes, Cosmetics,"WOUND, VISUAL IMPAIRMENT, SWELLING FACE, RASH, PAIN OF SKIN, HYPERSENSITIVITY, EYE SWELLING, DERMATITIS, ALLERGY TO CHEMICALS"
nivea hydrating lotion, Cosmetics,"RASH, INFECTION, BLISTER"
nivea in shower lotion, Cosmetics,"URTICARIA, PRURITUS, HAEMORRHAGE"
nivea lotion, Cosmetics,"DYSPNOEA, DERMATITIS CONTACT"
nivea men active care lip balm, Cosmetics,"Pruritus, Lip blister"
nivea moisturizing lotion, Cosmetics,"URTICARIA, PRURITUS"
nivea original lotion moisturizing lotion, Cosmetics,"RASH, HYPERSENSITIVITY, BLISTER"
nivea q10 lotion, Cosmetics,"WOUND, STAPHYLOCOCCAL INFECTION, RASH PAPULAR, RASH, PRURITUS, LOCAL SWELLING, HYPERSENSITIVITY, ARTHRALGIA"
nivea reshaping cream, Cosmetics,"PRURITUS, NEUROLOGICAL SYMPTOM, HYPERSENSITIVITY, BURNING SENSATION"
nivea skin firming hydration normal skin coenzyme q10  hydra iq 500 ml, Cosmetics,"URTICARIA, RASH, PRURITUS, JOINT SWELLING, INSOMNIA"
nivea skin firming moisturizer, Cosmetics,RASH
nivea sun kissed radiance skin lotion, Cosmetics,RASH
nk lipstick number 304 black archer, Cosmetics,ASTHMA
no more hair removing cream, Cosmetics,"Skin injury, Pallor"
no7 beautiful skin eye roller 15ml, Cosmetics,EYE INJURY
noad medium instant sunless tanning lotion, Cosmetics,RASH
normal face bronzing powder, Cosmetics,"THERMAL BURN, SECRETION DISCHARGE, SCAR, BLISTER"
not your mothers dry shampoo, Cosmetics,"Alopecia, Alopecia, Alopecia"
nourish organics face lotion, Cosmetics,"SWELLING, SCAR, BLISTER, BIOPSY SKIN ABNORMAL"
nourishing coconut cream mask, Cosmetics,"Pain, Burns second degree"
nourishing night cream the himalaya drug co, Cosmetics,"SKIN DISORDER, RASH PAPULAR"
nova derm, Cosmetics,"SWELLING FACE, SKIN EXFOLIATION, PAIN, EYE SWELLING, BURNING SENSATION"
nova lash nova lash platinium, Cosmetics,"VISION BLURRED, RASH, LYMPHADENOPATHY, EYE IRRITATION, BURNING SENSATION"
nova skin soap, Cosmetics,"SWELLING, SKIN LACERATION, SCAR, ERYTHEMA"
now foods lavender oil, Cosmetics,"DYSPNOEA, DYSGEUSIA, DYSPNOEA, DYSGEUSIA"
now foods now shea butter, Cosmetics,"SKIN REACTION, RASH, BURNING SENSATION"
nowickis chickies goat milk lotion, Cosmetics,BURNING SENSATION
noxzema bikini soothe and smooth, Cosmetics,SUNBURN
noxzema deep cleansing cream, Cosmetics,"SKIN DISCOLOURATION, ERYTHEMA, BURNING SENSATION"
nuetralizing shampoo, Cosmetics,HYPOTRICHOSIS
nuetrogena toner, Cosmetics,"SKIN EXFOLIATION, PRURITUS, EXCORIATION, ERYTHEMA, BURNING SENSATION"
nuface gel primer, Cosmetics,"Rash, Eye swelling"
num noms lip gloss truck, Cosmetics,RASH
nurtures sensitive and dry skin, Cosmetics,"SKIN EXFOLIATION, PAIN, FACIAL PAIN, ERYTHEMA"
nuskin facial spa, Cosmetics,"SKIN WRINKLING, SKIN REACTION, SKIN INJURY, SKIN ATROPHY, RASH PAPULAR, PAIN, BURNING SENSATION"
nutcracker sweet large bar soap, Cosmetics,URTICARIA
nutek disposables inc simple right wipes, Cosmetics,"RASH, HYPERSENSITIVITY, RASH, HYPERSENSITIVITY, RASH, HYPERSENSITIVITY, RASH, HYPERSENSITIVITY, WEIGHT DECREASED, VOMITING, RASH, NAUSEA, HYPERSENSITIVITY, DIARRHOEA"
nutek tender touch baby wipes, Cosmetics,"Vision blurred, Pneumonia, Dyspnoea, Coagulopathy, Change of bowel habit, Bronchitis chronic"
nutek well beginnings wipes, Cosmetics,BURKHOLDERIA CEPACIA INFECTION
nutra nailgel perfect five min nail color, Cosmetics,"PAIN, DRY SKIN"
nutra sonic professional face and body cleanser sold with nutra sonic brush, Cosmetics,SKIN LESION
nutrigena liquid facial soap fragrance free, Cosmetics,"PAIN, DRY SKIN, BURNING SENSATION"
nutriminc night cream with biohydria, Cosmetics,PROGESTERONE INCREASED
nutriox nutri shock advanced, Cosmetics,"SKIN IRRITATION, SKIN BURNING SENSATION, RED BLOOD CELL SEDIMENTATION RATE ABNORMAL, HYPOTRICHOSIS, HEADACHE, ERYTHEMA, DIZZINESS, BLOOD SODIUM DECREASED, BLOOD CALCIUM DECREASED"
nutrisse triple fruit oi, Cosmetics,"Rash, Pruritus, Erythema"
nyc curl cleanser, Cosmetics,"SKIN EXFOLIATION, PRURITUS, HYPERSENSITIVITY, EXCORIATION, ERYTHEMA, BURNING SENSATION"
nyc curl conditioner, Cosmetics,"SKIN EXFOLIATION, PRURITUS, HYPERSENSITIVITY, EXCORIATION, ERYTHEMA, BURNING SENSATION"
nyx  spe911 eye and eyebrow pencil ga25, Cosmetics,"Skin exfoliation, Pruritus, Eyelid margin crusting, Eye swelling, Erythema, Blister"
nyx cosmetics born to glow, Cosmetics,"PRURITUS, HYPERSENSITIVITY"
nyx crystal liner, Cosmetics,"EYE IRRITATION, BURNING SENSATION, Chemical injury"
nyx lingerie liquid lipstick, Cosmetics,"Rash, Lip swelling, Lip disorder, Burning sensation"
nyx liquid crystal body liner, Cosmetics,Burning sensation
nyx liquid crystal liner, Cosmetics,"WOUND, PAIN, OCULAR HYPERAEMIA, EYE IRRITATION"
nyx tinted brow mascara, Cosmetics,"Visual impairment, Urticaria, Ocular hyperaemia, Glassy eyes, Eye pain, Burning sensation"
o3 whitening and massage creame c, Cosmetics,Acne
obagi clear, Cosmetics,"SKIN DISORDER, SKIN DISCOLOURATION"
obagi condition and enhance system, Cosmetics,"SKIN DISCOLOURATION, RASH MACULAR, NECK PAIN, NAIL DISCOLOURATION, HEADACHE"
obagi nu derm obagi nu derm skin moisturizer, Cosmetics,"SWELLING FACE, RASH, BLISTER"
obagi nuderm system, Cosmetics,"Urticaria, Throat tightness, Pain of skin, Nasal congestion, Malaise, Heart rate increased, Drug eruption, Cough, Asthenia, Anaphylactic reaction, Allergy to chemicals"
object of desire bergamot anise lip balm, Cosmetics,"Throat tightness, Throat irritation, Skin irritation, Rash, Oral discomfort, Cough"
oceane cosmetics, Cosmetics,"Skin disorder, Haemorrhage"
ocusoft lid scrub original eyelid cleanser, Cosmetics,"Swelling face, Pruritus, Eyelid oedema, Eyelid oedema, Erythema"
ogx, Cosmetics,"SKIN DISCOLOURATION, HYPOTRICHOSIS, HAIR COLOUR CHANGES, DEFORMITY"
ogx biotin and collagen contitioner, Cosmetics,"SKIN IRRITATION, RASH PAPULAR, PAIN"
ogx conditioner, Cosmetics,"PRURITUS, ERYTHEMA, ALOPECIA"
ogx shampoo, Cosmetics,"PRURITUS, ERYTHEMA, ALOPECIA"
oil of olay, Cosmetics,"SWELLING, SKIN TIGHTNESS, PRURITUS, PAIN, OCULAR HYPERAEMIA, HYPERSENSITIVITY, EYE SWELLING, ERYTHEMA"
oil of olay age defying with vitaniacin, Cosmetics,"SWELLING FACE, PAIN, EYE SWELLING"
oil of olay daily facial cleansing clothes, Cosmetics,"SCRATCH, LACERATION"
oil of olay definity hydrating anti aging face cream, Cosmetics,"PALPITATIONS, INSOMNIA, HEART RATE ABNORMAL"
oil of olay moisturizer, Cosmetics,"RASH, PRURITUS, HYPERSENSITIVITY, ERYTHEMA"
oil of olay night cream, Cosmetics,PARAESTHESIA
oil of olay regenerist micro sculpting cream, Cosmetics,LOCALISED OEDEMA
oil of olay total effects intensive restoration treatment, Cosmetics,"SYNCOPE, RASH, HOSPITALISATION, DISORIENTATION, BURNING SENSATION"
oil of olay ultra moisture vanilla indulgence, Cosmetics,"SWELLING FACE, PAIN, EYE SWELLING"
oil of olay unscented soap bar, Cosmetics,RASH
oilfree acne wash, Cosmetics,"Urticaria, Swelling face, Rash macular, Rash, Pain, Local swelling, Dry skin, Burning sensation"
okay pure naturals original black soap, Cosmetics,CHEMICAL INJURY
okeefes for healthy feet foot cream for extremely dry cracked feet, Cosmetics,Folliculitis
olay age defying cream, Cosmetics,"VISUAL IMPAIRMENT, VISION BLURRED, BLOOD CALCIUM INCREASED, BLINDNESS TRANSIENT, SKIN WRINKLING, RASH, PRURITUS"
olay age defying protective renewal lotion, Cosmetics,"RASH, HYPERSENSITIVITY"
olay body lotion, Cosmetics,"RASH GENERALISED, RASH ERYTHEMATOUS, HYPERSENSITIVITY"
olay body quench ultra moisturizer with vit e and b3, Cosmetics,"SKIN EXFOLIATION, SKIN DISORDER, PRURITUS, OROPHARYNGEAL BLISTERING, LOCAL SWELLING, EYE SWELLING"
olay body wash, Cosmetics,"RASH GENERALISED, RASH ERYTHEMATOUS, HYPERSENSITIVITY, Skin exfoliation, Rash, Pruritus, Blister"
olay body wash and body butter ribbons jojoba and almond, Cosmetics,BURNING SENSATION
olay body wash ultra moisture with shea butter, Cosmetics,"RASH, HYPERSENSITIVITY"
olay complete all day skin moisturizer, Cosmetics,"SWELLING FACE, RASH, PRURITUS, FLUSHING, ERYTHEMA, BURNING SENSATION"
olay complete body wash and cleanser, Cosmetics,CAUSTIC INJURY
olay complete plus, Cosmetics,SWELLING
olay complete touch of sun, Cosmetics,"URTICARIA, RASH, ERYTHEMA"
olay energizing lime body wash, Cosmetics,BURNING SENSATION
olay eyes for sagging skin, Cosmetics,"FOREIGN BODY IN EYE, EYELID PTOSIS, BURNING SENSATION, ANXIETY"
olay fem face conditioner treatment prox hydra firming cream, Cosmetics,"Urticaria, Pruritus"
olay fem face conditioner treatment prox wrinkle smoothing cream, Cosmetics,"Urticaria, Pruritus"
olay fem face conditionertreatmentproxhydra firmingcreamnormalnonuv48g, Cosmetics,"Urticaria, Pruritus"
olay fem face conditionertreatmentproxwrinkle smoothingcreamnormalnonuv48g, Cosmetics,"Urticaria, Pruritus"
olay female face conditioner treatment regenerist luminous tone perfecting cream normal nonuv, Cosmetics,"Skin exfoliation, Skin disorder, Pruritus, Hypersensitivity, Eye swelling, Erythema, Blister"
olay female face conditioner treatment regenerist micro sculpting crea, Cosmetics,"Urticaria, Swelling face, Rash erythematous, Hypersensitivity, Eye swelling"
olay female face conditioner treatment regenerist micro sculpting cream sensitive, Cosmetics,"Urticaria, Swelling face, Rash erythematous, Hypersensitivity, Eye swelling, Erythema"
olay female face conditionertreatment total effects 7in1 mature therapy cream mature nonuv, Cosmetics,"SWELLING FACE, PRURITUS, LOSS OF CONSCIOUSNESS, LOCAL SWELLING, LIP SWELLING, EYE SWELLING, EYE IRRITATION, ERYTHEMA, BURNING SENSATION"
olay female facial cleansingcleansing infusion, Cosmetics,"Vision blurred, Photophobia, Ocular hyperaemia, Neovascularisation, Lacrimation increased, Eyelid oedema, Eye pain, Eye burns, Exposure via direct contact, Corneal abrasion, Accidental exposure to product"
olay luminous micellar water, Cosmetics,"Skin exfoliation, Rash, Erythema, Dry skin"
olay luscious embrace cleansing body wash, Cosmetics,URTICARIA
olay microscrubbing cleansing infusion hydrating glow body wash ginger, Cosmetics,Dermatitis contact
olay microsculpting eye cream  lash serum, Cosmetics,"LIP SWELLING, HYPERSENSITIVITY, EYE PRURITUS"
olay night firming cream, Cosmetics,"Urticaria, Rash"
olay product, Cosmetics,"RASH ERYTHEMATOUS, PRURITUS GENERALISED, BURNING SENSATION"
olay regenerist deep hydration, Cosmetics,"VISUAL IMPAIRMENT, VISION BLURRED, PAIN, PAIN, HYPOAESTHESIA"
olay regenerist eye dermapod, Cosmetics,"SCAB, RASH PAPULAR, PRURITUS"
olay regenerist eye lifting serum, Cosmetics,"Urticaria, Skin exfoliation, Ocular hyperaemia, Eye swelling, Dry skin"
olay regenerist micro sculpting cream, Cosmetics,"Rash, Local swelling, Eye swelling, Dermatitis contact, Burning sensation"
